state,date,sex,ethnicity,abs,deaths_cleaned
Sarawak,1/1/2014,both,chinese,3160,3160
Sarawak,1/1/2015,both,chinese,3155,3155
Sarawak,1/1/2016,both,chinese,3221,3221
Sarawak,1/1/2017,both,chinese,3420,3420
Sarawak,1/1/2018,both,chinese,3573,3573
Sarawak,1/1/2019,both,chinese,3609,3609
Sarawak,1/1/2020,both,chinese,3725,3725
Sarawak,1/1/2021,both,chinese,4480,4480
Sarawak,1/1/2022,both,chinese,4301,4301
Selangor,1/1/2000,both,chinese,4069,4069
Selangor,1/1/2001,both,chinese,4260,4260
Selangor,1/1/2002,both,chinese,4348,4348
Selangor,1/1/2003,both,chinese,4418,4418
Selangor,1/1/2004,both,chinese,4677,4677
Selangor,1/1/2005,both,chinese,4790,4790
Selangor,1/1/2006,both,chinese,5040,5040
Selangor,1/1/2007,both,chinese,5000,5000
Selangor,1/1/2008,both,chinese,5343,5343
Selangor,1/1/2009,both,chinese,5515,5515
Selangor,1/1/2010,both,chinese,5809,5809
Selangor,1/1/2011,both,chinese,5975,5975
Selangor,1/1/2012,both,chinese,6684,6684
Selangor,1/1/2013,both,chinese,6741,6741
Selangor,1/1/2014,both,chinese,7148,7148
Selangor,1/1/2015,both,chinese,7504,7504
Selangor,1/1/2016,both,chinese,7969,7969
Selangor,1/1/2017,both,chinese,8457,8457
Selangor,1/1/2018,both,chinese,8458,8458
Selangor,1/1/2019,both,chinese,8655,8655
Selangor,1/1/2020,both,chinese,8231,8231
Selangor,1/1/2021,both,chinese,11845,11845
Selangor,1/1/2022,both,chinese,10318,10318
Terengganu,1/1/2000,both,chinese,177,177
Terengganu,1/1/2001,both,chinese,160,160
Terengganu,1/1/2002,both,chinese,153,153
Terengganu,1/1/2003,both,chinese,173,173
Terengganu,1/1/2004,both,chinese,174,174
Terengganu,1/1/2005,both,chinese,181,181
Terengganu,1/1/2006,both,chinese,181,181
Terengganu,1/1/2007,both,chinese,153,153
Terengganu,1/1/2008,both,chinese,196,196
Terengganu,1/1/2009,both,chinese,171,171
Terengganu,1/1/2010,both,chinese,193,193
Terengganu,1/1/2011,both,chinese,200,200
Terengganu,1/1/2012,both,chinese,197,197
Terengganu,1/1/2013,both,chinese,183,183
Terengganu,1/1/2014,both,chinese,190,190
Terengganu,1/1/2015,both,chinese,192,192
Terengganu,1/1/2016,both,chinese,195,195
Terengganu,1/1/2017,both,chinese,205,205
Terengganu,1/1/2018,both,chinese,180,180
Terengganu,1/1/2019,both,chinese,237,237
Terengganu,1/1/2020,both,chinese,191,191
Terengganu,1/1/2021,both,chinese,228,228
Terengganu,1/1/2022,both,chinese,241,241
KualaLumpur,1/1/2000,both,chinese,2772,2772
KualaLumpur,1/1/2001,both,chinese,2952,2952
KualaLumpur,1/1/2002,both,chinese,2988,2988
KualaLumpur,1/1/2003,both,chinese,3126,3126
KualaLumpur,1/1/2004,both,chinese,2937,2937
KualaLumpur,1/1/2005,both,chinese,2932,2932
KualaLumpur,1/1/2006,both,chinese,2882,2882
KualaLumpur,1/1/2007,both,chinese,3003,3003
KualaLumpur,1/1/2008,both,chinese,3077,3077
KualaLumpur,1/1/2009,both,chinese,3237,3237
KualaLumpur,1/1/2010,both,chinese,3222,3222
KualaLumpur,1/1/2011,both,chinese,3451,3451
KualaLumpur,1/1/2012,both,chinese,3282,3282
KualaLumpur,1/1/2013,both,chinese,3412,3412
KualaLumpur,1/1/2014,both,chinese,3688,3688
KualaLumpur,1/1/2015,both,chinese,3704,3704
KualaLumpur,1/1/2016,both,chinese,3855,3855
KualaLumpur,1/1/2017,both,chinese,3922,3922
KualaLumpur,1/1/2018,both,chinese,4009,4009
KualaLumpur,1/1/2019,both,chinese,4209,4209
KualaLumpur,1/1/2020,both,chinese,4055,4055
KualaLumpur,1/1/2021,both,chinese,5792,5792
KualaLumpur,1/1/2022,both,chinese,4759,4759
Labuan,1/1/2000,both,chinese,44,44
Labuan,1/1/2001,both,chinese,32,32
Labuan,1/1/2002,both,chinese,52,52
Labuan,1/1/2003,both,chinese,57,57
Labuan,1/1/2004,both,chinese,48,48
Labuan,1/1/2005,both,chinese,41,41
Labuan,1/1/2006,both,chinese,44,44
Labuan,1/1/2007,both,chinese,44,44
Labuan,1/1/2008,both,chinese,36,36
Labuan,1/1/2009,both,chinese,52,52
Labuan,1/1/2010,both,chinese,45,45
Labuan,1/1/2011,both,chinese,45,45
Labuan,1/1/2012,both,chinese,60,60
Labuan,1/1/2013,both,chinese,48,48
Labuan,1/1/2014,both,chinese,62,62
Labuan,1/1/2015,both,chinese,45,45
Labuan,1/1/2016,both,chinese,50,50
Labuan,1/1/2017,both,chinese,59,59
Labuan,1/1/2018,both,chinese,66,66
Labuan,1/1/2019,both,chinese,63,63
Labuan,1/1/2020,both,chinese,72,72
Labuan,1/1/2021,both,chinese,93,93
Labuan,1/1/2022,both,chinese,79,79
Putrajaya,1/1/2010,both,chinese,2,2
Putrajaya,1/1/2011,both,chinese,3,3
Putrajaya,1/1/2012,both,chinese,1,1
Putrajaya,1/1/2013,both,chinese,6,6
Putrajaya,1/1/2014,both,chinese,6,6
Putrajaya,1/1/2015,both,chinese,4,4
Putrajaya,1/1/2016,both,chinese,3,3
Putrajaya,1/1/2017,both,chinese,2,2
Putrajaya,1/1/2018,both,chinese,2,2
Putrajaya,1/1/2019,both,chinese,2,2
Putrajaya,1/1/2020,both,chinese,4,4
Putrajaya,1/1/2021,both,chinese,4,4
Putrajaya,1/1/2022,both,chinese,4,4
Johor,1/1/2000,male,chinese,2361,2361
Johor,1/1/2001,male,chinese,2331,2331
Johor,1/1/2002,male,chinese,2549,2549
Johor,1/1/2003,male,chinese,2574,2574
Johor,1/1/2004,male,chinese,2613,2613
Johor,1/1/2005,male,chinese,2622,2622
Johor,1/1/2006,male,chinese,2753,2753
Johor,1/1/2007,male,chinese,2856,2856
Johor,1/1/2008,male,chinese,3085,3085
Johor,1/1/2009,male,chinese,3039,3039
Johor,1/1/2010,male,chinese,3030,3030
Johor,1/1/2011,male,chinese,3132,3132
Johor,1/1/2012,male,chinese,3258,3258
Johor,1/1/2013,male,chinese,3453,3453
Johor,1/1/2014,male,chinese,3497,3497
Johor,1/1/2015,male,chinese,3669,3669
Johor,1/1/2016,male,chinese,3805,3805
Johor,1/1/2017,male,chinese,3924,3924
Johor,1/1/2018,male,chinese,4023,4023
Johor,1/1/2019,male,chinese,4150,4150
Johor,1/1/2020,male,chinese,4058,4058
Johor,1/1/2021,male,chinese,4880,4880
Johor,1/1/2022,male,chinese,4800,4800
Johor,1/1/2000,female,chinese,1764,1764
Johor,1/1/2001,female,chinese,1785,1785
Johor,1/1/2002,female,chinese,1910,1910
Johor,1/1/2003,female,chinese,1940,1940
Johor,1/1/2004,female,chinese,1982,1982
Johor,1/1/2005,female,chinese,2009,2009
Johor,1/1/2006,female,chinese,1945,1945
Johor,1/1/2007,female,chinese,2036,2036
Johor,1/1/2008,female,chinese,2119,2119
Johor,1/1/2009,female,chinese,2151,2151
Johor,1/1/2010,female,chinese,2139,2139
Johor,1/1/2011,female,chinese,2275,2275
Johor,1/1/2012,female,chinese,2341,2341
Johor,1/1/2013,female,chinese,2326,2326
Johor,1/1/2014,female,chinese,2448,2448
Johor,1/1/2015,female,chinese,2509,2509
Johor,1/1/2016,female,chinese,2599,2599
Johor,1/1/2017,female,chinese,2717,2717
Johor,1/1/2018,female,chinese,2750,2750
Johor,1/1/2019,female,chinese,2817,2817
Johor,1/1/2020,female,chinese,2744,2744
Johor,1/1/2021,female,chinese,3215,3215
Johor,1/1/2022,female,chinese,3290,3290
Kedah,1/1/2000,male,chinese,845,845
Kedah,1/1/2001,male,chinese,844,844
Kedah,1/1/2002,male,chinese,891,891
Kedah,1/1/2003,male,chinese,915,915
Kedah,1/1/2004,male,chinese,922,922
Kedah,1/1/2005,male,chinese,919,919
Kedah,1/1/2006,male,chinese,953,953
Kedah,1/1/2007,male,chinese,900,900
Kedah,1/1/2008,male,chinese,1007,1007
Kedah,1/1/2009,male,chinese,1001,1001
Kedah,1/1/2010,male,chinese,1009,1009
Kedah,1/1/2011,male,chinese,1003,1003
Kedah,1/1/2012,male,chinese,969,969
Kedah,1/1/2013,male,chinese,1040,1040
Kedah,1/1/2014,male,chinese,1059,1059
Kedah,1/1/2015,male,chinese,1113,1113
Kedah,1/1/2016,male,chinese,1093,1093
Kedah,1/1/2017,male,chinese,1114,1114
Kedah,1/1/2018,male,chinese,1172,1172
Kedah,1/1/2019,male,chinese,1130,1130
Kedah,1/1/2020,male,chinese,1099,1099
Kedah,1/1/2021,male,chinese,1340,1340
Kedah,1/1/2022,male,chinese,1335,1335
Kedah,1/1/2000,female,chinese,557,557
Kedah,1/1/2001,female,chinese,572,572
Kedah,1/1/2002,female,chinese,647,647
Kedah,1/1/2003,female,chinese,625,625
Kedah,1/1/2004,female,chinese,626,626
Kedah,1/1/2005,female,chinese,653,653
Kedah,1/1/2006,female,chinese,617,617
Kedah,1/1/2007,female,chinese,617,617
Kedah,1/1/2008,female,chinese,645,645
Kedah,1/1/2009,female,chinese,660,660
Kedah,1/1/2010,female,chinese,675,675
Kedah,1/1/2011,female,chinese,678,678
Kedah,1/1/2012,female,chinese,659,659
Kedah,1/1/2013,female,chinese,717,717
Kedah,1/1/2014,female,chinese,757,757
Kedah,1/1/2015,female,chinese,794,794
Kedah,1/1/2016,female,chinese,767,767
Kedah,1/1/2017,female,chinese,755,755
Kedah,1/1/2018,female,chinese,772,772
Kedah,1/1/2019,female,chinese,805,805
Kedah,1/1/2020,female,chinese,785,785
Kedah,1/1/2021,female,chinese,920,920
Kedah,1/1/2022,female,chinese,974,974
Kelantan,1/1/2000,male,chinese,201,201
Kelantan,1/1/2001,male,chinese,213,213
Kelantan,1/1/2002,male,chinese,224,224
Kelantan,1/1/2003,male,chinese,216,216
Kelantan,1/1/2004,male,chinese,217,217
Kelantan,1/1/2005,male,chinese,188,188
Kelantan,1/1/2006,male,chinese,190,190
Kelantan,1/1/2007,male,chinese,208,208
Kelantan,1/1/2008,male,chinese,199,199
Kelantan,1/1/2009,male,chinese,228,228
Kelantan,1/1/2010,male,chinese,222,222
Kelantan,1/1/2011,male,chinese,230,230
Kelantan,1/1/2012,male,chinese,238,238
Kelantan,1/1/2013,male,chinese,226,226
Kelantan,1/1/2014,male,chinese,218,218
Kelantan,1/1/2015,male,chinese,239,239
Kelantan,1/1/2016,male,chinese,253,253
Kelantan,1/1/2017,male,chinese,232,232
Kelantan,1/1/2018,male,chinese,257,257
Kelantan,1/1/2019,male,chinese,241,241
Kelantan,1/1/2020,male,chinese,281,281
Kelantan,1/1/2021,male,chinese,305,305
Kelantan,1/1/2022,male,chinese,295,295
Kelantan,1/1/2000,female,chinese,127,127
Kelantan,1/1/2001,female,chinese,130,130
Kelantan,1/1/2002,female,chinese,138,138
Kelantan,1/1/2003,female,chinese,121,121
Kelantan,1/1/2004,female,chinese,140,140
Kelantan,1/1/2005,female,chinese,148,148
Kelantan,1/1/2006,female,chinese,145,145
Kelantan,1/1/2007,female,chinese,143,143
Kelantan,1/1/2008,female,chinese,138,138
Kelantan,1/1/2009,female,chinese,169,169
Kelantan,1/1/2010,female,chinese,137,137
Kelantan,1/1/2011,female,chinese,137,137
Kelantan,1/1/2012,female,chinese,160,160
Kelantan,1/1/2013,female,chinese,149,149
Kelantan,1/1/2014,female,chinese,184,184
Kelantan,1/1/2015,female,chinese,143,143
Kelantan,1/1/2016,female,chinese,164,164
Kelantan,1/1/2017,female,chinese,180,180
Kelantan,1/1/2018,female,chinese,156,156
Kelantan,1/1/2019,female,chinese,165,165
Kelantan,1/1/2020,female,chinese,146,146
Kelantan,1/1/2021,female,chinese,186,186
Kelantan,1/1/2022,female,chinese,183,183
Melaka,1/1/2000,male,chinese,621,621
Melaka,1/1/2001,male,chinese,679,679
Melaka,1/1/2002,male,chinese,620,620
Melaka,1/1/2003,male,chinese,676,676
Melaka,1/1/2004,male,chinese,694,694
Melaka,1/1/2005,male,chinese,693,693
Melaka,1/1/2006,male,chinese,716,716
Melaka,1/1/2007,male,chinese,759,759
Melaka,1/1/2008,male,chinese,727,727
Melaka,1/1/2009,male,chinese,780,780
Melaka,1/1/2010,male,chinese,760,760
Melaka,1/1/2011,male,chinese,816,816
Melaka,1/1/2012,male,chinese,764,764
Melaka,1/1/2013,male,chinese,817,817
Melaka,1/1/2014,male,chinese,793,793
Melaka,1/1/2015,male,chinese,861,861
Melaka,1/1/2016,male,chinese,868,868
Melaka,1/1/2017,male,chinese,957,957
Melaka,1/1/2018,male,chinese,886,886
Melaka,1/1/2019,male,chinese,944,944
Melaka,1/1/2020,male,chinese,968,968
Melaka,1/1/2021,male,chinese,1112,1112
Melaka,1/1/2022,male,chinese,1072,1072
Melaka,1/1/2000,female,chinese,513,513
Melaka,1/1/2001,female,chinese,491,491
Melaka,1/1/2002,female,chinese,544,544
Melaka,1/1/2003,female,chinese,519,519
Melaka,1/1/2004,female,chinese,558,558
Melaka,1/1/2005,female,chinese,564,564
Melaka,1/1/2006,female,chinese,561,561
Melaka,1/1/2007,female,chinese,516,516
Melaka,1/1/2008,female,chinese,532,532
Melaka,1/1/2009,female,chinese,556,556
Melaka,1/1/2010,female,chinese,610,610
Melaka,1/1/2011,female,chinese,603,603
Melaka,1/1/2012,female,chinese,547,547
Melaka,1/1/2013,female,chinese,563,563
Melaka,1/1/2014,female,chinese,600,600
Melaka,1/1/2015,female,chinese,623,623
Melaka,1/1/2016,female,chinese,672,672
Melaka,1/1/2017,female,chinese,680,680
Melaka,1/1/2018,female,chinese,664,664
Melaka,1/1/2019,female,chinese,694,694
Melaka,1/1/2020,female,chinese,700,700
Melaka,1/1/2021,female,chinese,850,850
Melaka,1/1/2022,female,chinese,841,841
NegeriSembilan,1/1/2000,male,chinese,749,749
NegeriSembilan,1/1/2001,male,chinese,752,752
NegeriSembilan,1/1/2002,male,chinese,834,834
NegeriSembilan,1/1/2003,male,chinese,774,774
NegeriSembilan,1/1/2004,male,chinese,782,782
NegeriSembilan,1/1/2005,male,chinese,833,833
NegeriSembilan,1/1/2006,male,chinese,809,809
NegeriSembilan,1/1/2007,male,chinese,839,839
NegeriSembilan,1/1/2008,male,chinese,825,825
NegeriSembilan,1/1/2009,male,chinese,880,880
NegeriSembilan,1/1/2010,male,chinese,888,888
NegeriSembilan,1/1/2011,male,chinese,881,881
NegeriSembilan,1/1/2012,male,chinese,887,887
NegeriSembilan,1/1/2013,male,chinese,919,919
NegeriSembilan,1/1/2014,male,chinese,990,990
NegeriSembilan,1/1/2015,male,chinese,986,986
NegeriSembilan,1/1/2016,male,chinese,1041,1041
NegeriSembilan,1/1/2017,male,chinese,1051,1051
NegeriSembilan,1/1/2018,male,chinese,1060,1060
NegeriSembilan,1/1/2019,male,chinese,1064,1064
NegeriSembilan,1/1/2020,male,chinese,1056,1056
NegeriSembilan,1/1/2021,male,chinese,1292,1292
NegeriSembilan,1/1/2022,male,chinese,1282,1282
NegeriSembilan,1/1/2000,female,chinese,598,598
NegeriSembilan,1/1/2001,female,chinese,596,596
NegeriSembilan,1/1/2002,female,chinese,640,640
NegeriSembilan,1/1/2003,female,chinese,609,609
NegeriSembilan,1/1/2004,female,chinese,624,624
NegeriSembilan,1/1/2005,female,chinese,606,606
NegeriSembilan,1/1/2006,female,chinese,616,616
NegeriSembilan,1/1/2007,female,chinese,604,604
NegeriSembilan,1/1/2008,female,chinese,666,666
NegeriSembilan,1/1/2009,female,chinese,686,686
NegeriSembilan,1/1/2010,female,chinese,654,654
NegeriSembilan,1/1/2011,female,chinese,663,663
NegeriSembilan,1/1/2012,female,chinese,670,670
NegeriSembilan,1/1/2013,female,chinese,668,668
NegeriSembilan,1/1/2014,female,chinese,706,706
NegeriSembilan,1/1/2015,female,chinese,741,741
NegeriSembilan,1/1/2016,female,chinese,714,714
NegeriSembilan,1/1/2017,female,chinese,748,748
NegeriSembilan,1/1/2018,female,chinese,768,768
NegeriSembilan,1/1/2019,female,chinese,807,807
NegeriSembilan,1/1/2020,female,chinese,785,785
NegeriSembilan,1/1/2021,female,chinese,897,897
NegeriSembilan,1/1/2022,female,chinese,901,901
Pahang,1/1/2000,male,chinese,648,648
Pahang,1/1/2001,male,chinese,685,685
Pahang,1/1/2002,male,chinese,721,721
Pahang,1/1/2003,male,chinese,761,761
Pahang,1/1/2004,male,chinese,707,707
Pahang,1/1/2005,male,chinese,733,733
Pahang,1/1/2006,male,chinese,738,738
Pahang,1/1/2007,male,chinese,682,682
Pahang,1/1/2008,male,chinese,772,772
Pahang,1/1/2009,male,chinese,789,789
Pahang,1/1/2010,male,chinese,792,792
Pahang,1/1/2011,male,chinese,834,834
Pahang,1/1/2012,male,chinese,812,812
Pahang,1/1/2013,male,chinese,926,926
Pahang,1/1/2014,male,chinese,867,867
Pahang,1/1/2015,male,chinese,866,866
Pahang,1/1/2016,male,chinese,956,956
Pahang,1/1/2017,male,chinese,1030,1030
Pahang,1/1/2018,male,chinese,973,973
Pahang,1/1/2019,male,chinese,1022,1022
Pahang,1/1/2020,male,chinese,1022,1022
Pahang,1/1/2021,male,chinese,1124,1124
Pahang,1/1/2022,male,chinese,1167,1167
Pahang,1/1/2000,female,chinese,506,506
Pahang,1/1/2001,female,chinese,512,512
Pahang,1/1/2002,female,chinese,524,524
Pahang,1/1/2003,female,chinese,556,556
Pahang,1/1/2004,female,chinese,459,459
Pahang,1/1/2005,female,chinese,546,546
Pahang,1/1/2006,female,chinese,521,521
Pahang,1/1/2007,female,chinese,521,521
Pahang,1/1/2008,female,chinese,530,530
Pahang,1/1/2009,female,chinese,526,526
Pahang,1/1/2010,female,chinese,512,512
Pahang,1/1/2011,female,chinese,517,517
Pahang,1/1/2012,female,chinese,544,544
Pahang,1/1/2013,female,chinese,565,565
Pahang,1/1/2014,female,chinese,557,557
Pahang,1/1/2015,female,chinese,564,564
Pahang,1/1/2016,female,chinese,589,589
Pahang,1/1/2017,female,chinese,608,608
Pahang,1/1/2018,female,chinese,617,617
Pahang,1/1/2019,female,chinese,606,606
Pahang,1/1/2020,female,chinese,616,616
Pahang,1/1/2021,female,chinese,735,735
Pahang,1/1/2022,female,chinese,772,772
Perak,1/1/2000,male,chinese,2748,2748
Perak,1/1/2001,male,chinese,2659,2659
Perak,1/1/2002,male,chinese,2873,2873
Perak,1/1/2003,male,chinese,2798,2798
Perak,1/1/2004,male,chinese,2839,2839
Perak,1/1/2005,male,chinese,2801,2801
Perak,1/1/2006,male,chinese,2744,2744
Perak,1/1/2007,male,chinese,2940,2940
Perak,1/1/2008,male,chinese,3022,3022
Perak,1/1/2009,male,chinese,3080,3080
Perak,1/1/2010,male,chinese,2969,2969
Perak,1/1/2011,male,chinese,3102,3102
Perak,1/1/2012,male,chinese,3210,3210
Perak,1/1/2013,male,chinese,3192,3192
Perak,1/1/2014,male,chinese,3243,3243
Perak,1/1/2015,male,chinese,3342,3342
Perak,1/1/2016,male,chinese,3458,3458
Perak,1/1/2017,male,chinese,3689,3689
Perak,1/1/2018,male,chinese,3753,3753
Perak,1/1/2019,male,chinese,3760,3760
Perak,1/1/2020,male,chinese,3637,3637
Perak,1/1/2021,male,chinese,4075,4075
Perak,1/1/2022,male,chinese,4310,4310
Perak,1/1/2000,female,chinese,2094,2094
Perak,1/1/2001,female,chinese,2199,2199
Perak,1/1/2002,female,chinese,2158,2158
Perak,1/1/2003,female,chinese,2221,2221
Perak,1/1/2004,female,chinese,2276,2276
Perak,1/1/2005,female,chinese,2259,2259
Perak,1/1/2006,female,chinese,2195,2195
Perak,1/1/2007,female,chinese,2268,2268
Perak,1/1/2008,female,chinese,2240,2240
Perak,1/1/2009,female,chinese,2266,2266
Perak,1/1/2010,female,chinese,2268,2268
Perak,1/1/2011,female,chinese,2417,2417
Perak,1/1/2012,female,chinese,2424,2424
Perak,1/1/2013,female,chinese,2267,2267
Perak,1/1/2014,female,chinese,2556,2556
Perak,1/1/2015,female,chinese,2553,2553
Perak,1/1/2016,female,chinese,2658,2658
Perak,1/1/2017,female,chinese,2616,2616
Perak,1/1/2018,female,chinese,2731,2731
Perak,1/1/2019,female,chinese,2739,2739
Perak,1/1/2020,female,chinese,2649,2649
Perak,1/1/2021,female,chinese,3044,3044
Perak,1/1/2022,female,chinese,3197,3197
Perlis,1/1/2000,male,chinese,103,103
Perlis,1/1/2001,male,chinese,115,115
Perlis,1/1/2002,male,chinese,93,93
Perlis,1/1/2003,male,chinese,92,92
Perlis,1/1/2004,male,chinese,93,93
Perlis,1/1/2005,male,chinese,113,113
Perlis,1/1/2006,male,chinese,94,94
Perlis,1/1/2007,male,chinese,88,88
Perlis,1/1/2008,male,chinese,94,94
Perlis,1/1/2009,male,chinese,112,112
Perlis,1/1/2010,male,chinese,96,96
Perlis,1/1/2011,male,chinese,94,94
Perlis,1/1/2012,male,chinese,97,97
Perlis,1/1/2013,male,chinese,106,106
Perlis,1/1/2014,male,chinese,84,84
Perlis,1/1/2015,male,chinese,88,88
Perlis,1/1/2016,male,chinese,105,105
Perlis,1/1/2017,male,chinese,108,108
Perlis,1/1/2018,male,chinese,104,104
Perlis,1/1/2019,male,chinese,118,118
Perlis,1/1/2020,male,chinese,114,114
Perlis,1/1/2021,male,chinese,143,143
Perlis,1/1/2022,male,chinese,142,142
Perlis,1/1/2000,female,chinese,60,60
Perlis,1/1/2001,female,chinese,79,79
Perlis,1/1/2002,female,chinese,66,66
Perlis,1/1/2003,female,chinese,68,68
Perlis,1/1/2004,female,chinese,73,73
Perlis,1/1/2005,female,chinese,63,63
Perlis,1/1/2006,female,chinese,55,55
Perlis,1/1/2007,female,chinese,75,75
Perlis,1/1/2008,female,chinese,76,76
Perlis,1/1/2009,female,chinese,56,56
Perlis,1/1/2010,female,chinese,78,78
Perlis,1/1/2011,female,chinese,54,54
Perlis,1/1/2012,female,chinese,67,67
Perlis,1/1/2013,female,chinese,74,74
Perlis,1/1/2014,female,chinese,62,62
Perlis,1/1/2015,female,chinese,65,65
Perlis,1/1/2016,female,chinese,69,69
Perlis,1/1/2017,female,chinese,79,79
Perlis,1/1/2018,female,chinese,78,78
Perlis,1/1/2019,female,chinese,67,67
Perlis,1/1/2020,female,chinese,64,64
Perlis,1/1/2021,female,chinese,94,94
Perlis,1/1/2022,female,chinese,92,92
PulauPinang,1/1/2000,male,chinese,1959,1959
PulauPinang,1/1/2001,male,chinese,1973,1973
PulauPinang,1/1/2002,male,chinese,2140,2140
PulauPinang,1/1/2003,male,chinese,2184,2184
PulauPinang,1/1/2004,male,chinese,2225,2225
PulauPinang,1/1/2005,male,chinese,2261,2261
PulauPinang,1/1/2006,male,chinese,2201,2201
PulauPinang,1/1/2007,male,chinese,2411,2411
PulauPinang,1/1/2008,male,chinese,2356,2356
PulauPinang,1/1/2009,male,chinese,2436,2436
PulauPinang,1/1/2010,male,chinese,2547,2547
PulauPinang,1/1/2011,male,chinese,2602,2602
PulauPinang,1/1/2012,male,chinese,2497,2497
PulauPinang,1/1/2013,male,chinese,2685,2685
PulauPinang,1/1/2014,male,chinese,2680,2680
PulauPinang,1/1/2015,male,chinese,2958,2958
PulauPinang,1/1/2016,male,chinese,3038,3038
PulauPinang,1/1/2017,male,chinese,2956,2956
PulauPinang,1/1/2018,male,chinese,3099,3099
PulauPinang,1/1/2019,male,chinese,2984,2984
PulauPinang,1/1/2020,male,chinese,3027,3027
PulauPinang,1/1/2021,male,chinese,3717,3717
PulauPinang,1/1/2022,male,chinese,3604,3604
PulauPinang,1/1/2000,female,chinese,1599,1599
PulauPinang,1/1/2001,female,chinese,1650,1650
PulauPinang,1/1/2002,female,chinese,1751,1751
PulauPinang,1/1/2003,female,chinese,1786,1786
PulauPinang,1/1/2004,female,chinese,1771,1771
PulauPinang,1/1/2005,female,chinese,1778,1778
PulauPinang,1/1/2006,female,chinese,1794,1794
PulauPinang,1/1/2007,female,chinese,1842,1842
PulauPinang,1/1/2008,female,chinese,1892,1892
PulauPinang,1/1/2009,female,chinese,1936,1936
PulauPinang,1/1/2010,female,chinese,2017,2017
PulauPinang,1/1/2011,female,chinese,2025,2025
PulauPinang,1/1/2012,female,chinese,2058,2058
PulauPinang,1/1/2013,female,chinese,2114,2114
PulauPinang,1/1/2014,female,chinese,2111,2111
PulauPinang,1/1/2015,female,chinese,2193,2193
PulauPinang,1/1/2016,female,chinese,2303,2303
PulauPinang,1/1/2017,female,chinese,2256,2256
PulauPinang,1/1/2018,female,chinese,2402,2402
PulauPinang,1/1/2019,female,chinese,2341,2341
PulauPinang,1/1/2020,female,chinese,2307,2307
PulauPinang,1/1/2021,female,chinese,3021,3021
PulauPinang,1/1/2022,female,chinese,2709,2709
Sabah,1/1/2000,male,chinese,601,601
Sabah,1/1/2001,male,chinese,672,672
Sabah,1/1/2002,male,chinese,642,642
Sabah,1/1/2003,male,chinese,676,676
Sabah,1/1/2004,male,chinese,696,696
Sabah,1/1/2005,male,chinese,658,658
Sabah,1/1/2006,male,chinese,703,703
Sabah,1/1/2007,male,chinese,693,693
Sabah,1/1/2008,male,chinese,763,763
Sabah,1/1/2009,male,chinese,711,711
Sabah,1/1/2010,male,chinese,802,802
Sabah,1/1/2011,male,chinese,808,808
Sabah,1/1/2012,male,chinese,767,767
Sabah,1/1/2013,male,chinese,788,788
Sabah,1/1/2014,male,chinese,1037,1037
Sabah,1/1/2015,male,chinese,1064,1064
Sabah,1/1/2016,male,chinese,1115,1115
Sabah,1/1/2017,male,chinese,1148,1148
Sabah,1/1/2018,male,chinese,1234,1234
Sabah,1/1/2019,male,chinese,1335,1335
Sabah,1/1/2020,male,chinese,1398,1398
Sabah,1/1/2021,male,chinese,1657,1657
Sabah,1/1/2022,male,chinese,1572,1572
Sabah,1/1/2000,female,chinese,379,379
Sabah,1/1/2001,female,chinese,424,424
Sabah,1/1/2002,female,chinese,423,423
Sabah,1/1/2003,female,chinese,486,486
Sabah,1/1/2004,female,chinese,472,472
Sabah,1/1/2005,female,chinese,485,485
Sabah,1/1/2006,female,chinese,434,434
Sabah,1/1/2007,female,chinese,464,464
Sabah,1/1/2008,female,chinese,511,511
Sabah,1/1/2009,female,chinese,512,512
Sabah,1/1/2010,female,chinese,542,542
Sabah,1/1/2011,female,chinese,527,527
Sabah,1/1/2012,female,chinese,540,540
Sabah,1/1/2013,female,chinese,522,522
Sabah,1/1/2014,female,chinese,655,655
Sabah,1/1/2015,female,chinese,673,673
Sabah,1/1/2016,female,chinese,786,786
Sabah,1/1/2017,female,chinese,815,815
Sabah,1/1/2018,female,chinese,908,908
Sabah,1/1/2019,female,chinese,904,904
Sabah,1/1/2020,female,chinese,892,892
Sabah,1/1/2021,female,chinese,1055,1055
Sabah,1/1/2022,female,chinese,1093,1093
Sarawak,1/1/2000,male,chinese,1288,1288
Sarawak,1/1/2001,male,chinese,1265,1265
Sarawak,1/1/2002,male,chinese,1311,1311
Sarawak,1/1/2003,male,chinese,1327,1327
Sarawak,1/1/2004,male,chinese,1436,1436
Sarawak,1/1/2005,male,chinese,1420,1420
Sarawak,1/1/2006,male,chinese,1387,1387
Sarawak,1/1/2007,male,chinese,1472,1472
Sarawak,1/1/2008,male,chinese,1531,1531
Sarawak,1/1/2009,male,chinese,1622,1622
Sarawak,1/1/2010,male,chinese,1665,1665
Sarawak,1/1/2011,male,chinese,1628,1628
Sarawak,1/1/2012,male,chinese,1707,1707
Sarawak,1/1/2013,male,chinese,1700,1700
Sarawak,1/1/2014,male,chinese,1858,1858
Sarawak,1/1/2015,male,chinese,1806,1806
Sarawak,1/1/2016,male,chinese,1902,1902
Sarawak,1/1/2017,male,chinese,1996,1996
Sarawak,1/1/2018,male,chinese,2081,2081
Sarawak,1/1/2019,male,chinese,2083,2083
Sarawak,1/1/2020,male,chinese,2238,2238
